#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B1F549
#Date Time: 2025-04-28 02:18:27.977
#Start: 10 Hz
#Stop: 100000 Hz
#Steps: 861
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.49366 V
#Offset: 9.30023e-05 V
#Relative: no

#
Frequency (Hz),Channel 1 Magnitude (dB)
89843.85372349017,5.312917165567815
90811.22515537993,5.067868739597222
91789.01251945036,5.207735980034219
92777.32796667021,5.132207540420866
93776.28485556587,4.880957053137534
94785.99776522384,4.93405040390468
95806.58250843224,4.788020560355153
96838.15614496487,4.755067828025597
97880.83699500744,4.631171574012593
98934.74465272926,4.601039253780249
100000,4.456901030135047
